"","Geography","ind_id","ind_definition","reportyear","race_eth_code","race_eth_name","geotype","geotypevalue","geoname","county_name","county_fips","region_name","region_code","pop_park_acc","pop2010","p_parkacc","LL_95CI","UL_95CI","se","rse","CA_decile","CA_RR","version","TRACT","CONDITION","OUTCOME","YEAR","SRANum","RegionNum","RegionName","UrbanicitySort","UrbanicityCat","SESSort","Socioeconomic_Category","SDNUM","Supervisor_District","Total_Cases","Total_Rate","Age_Adjusted_Rate","Male_Cases","Male_Rate","Female_Cases","Female_Rate","White_Cases","White_Rate","Black_Cases","Black_Rate","Hispanic_Cases","Hispanic_Rate","Asian_Pacific_Islander_Cases","Asian_Pacific_Islander_Rate","Other_Race_Ethnicity_Cases","Other_Race_Ethnicity_Rate","Age_Group_0_to_14_Cases","Age_Group_0_to_14_Rate","Age_Group_15_to_24_Cases","Age_Group_15_to_24_Rate","Age_Group_25_to_44_Cases","Age_Group_25_to_44_Rate","Age_Group_45_to_64_Cases","Age_Group_45_to_64_Rate","Age_Group_65Plus_Cases","Age_Group_65Plus_Rate"
"88","COASTAL",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073007903","Census Tract 0079.03","San Diego","06073","San Diego","09",4487,4487,1,1,1,0,0,9,1.355719,41376.2397873,79.03,"Mood Disorders","Hospitalization",2010,11,2,"N CENTRAL",3,"Suburban Area",5,"High Income",4,"Supervisorial District 4",204,270.646766169154,270.120834542941,80,205.962617784872,124,339.419155284264,161,264.667685883842,5,686.813186813187,15,186.428038777032,8,242.571255306246,9,364.077669902913,14,182.007280291212,34,305.124293278291,76,274.437583504857,54,328.267477203647,26,209.728160038719
"89","COASTAL",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008312","Census Tract 0083.12","San Diego","06073","San Diego","09",3629,3629,1,1,1,0,0,9,1.355719,41376.2397873,83.12,"Mood Disorders","Hospitalization",2010,11,2,"N CENTRAL",3,"Suburban Area",5,"High Income",4,"Supervisorial District 4",204,270.646766169154,270.120834542941,80,205.962617784872,124,339.419155284264,161,264.667685883842,5,686.813186813187,15,186.428038777032,8,242.571255306246,9,364.077669902913,14,182.007280291212,34,305.124293278291,76,274.437583504857,54,328.267477203647,26,209.728160038719
"90","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073021600","Census Tract 0216.00","San Diego","06073","San Diego","09",3238,3391,0.9548806,0.9478942,0.9618669,0.0035644,7.9000313,6,1.2945497,41376.2397873,216,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"91","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073010601","Census Tract 0106.01","San Diego","06073","San Diego","09",2126,2127,0.9995299,0.9986086,1,0.00047,99.9764899,7,1.3550816,41376.2397873,106.01,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"92","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073011000","Census Tract 0110.00","San Diego","06073","San Diego","09",2799,2799,1,1,1,0,0,9,1.355719,41376.2397873,110,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"93","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073011300","Census Tract 0113.00","San Diego","06073","San Diego","09",0,6520,0,0,0,0,0,1,0,41376.2397873,113,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"94","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073010900","Census Tract 0109.00","San Diego","06073","San Diego","09",1750,1750,1,1,1,0,0,9,1.355719,41376.2397873,109,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"95","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073021800","Census Tract 0218.00","San Diego","06073","San Diego","09",2022,2022,1,1,1,0,0,9,1.355719,41376.2397873,218,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"96","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073011100","Census Tract 0111.00","San Diego","06073","San Diego","09",3679,3698,0.9948621,0.9925577,0.9971664,0.0011757,22.8825616,7,1.3487534,41376.2397873,111,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"97","CORONADO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073010800","Census Tract 0108.00","San Diego","06073","San Diego","09",2390,2390,1,1,1,0,0,9,1.355719,41376.2397873,108,"Mood Disorders","Hospitalization",2010,3,4,"SOUTH",2,"Exurban Area",6,"Highest Income",1,"Supervisorial District 1",37,149.803635774728,165.631416778558,14,96.2596259625963,23,226.489414081733,32,178.611297164546,NA,NA,NA,NA,NA,NA,NA,NA,5,159.744408945687,6,92.6640926640927,14,212.378640776699,11,219.079864568811,NA,NA
"98","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008329","Census Tract 0083.29","San Diego","06073","San Diego","09",6347,6347,1,1,1,0,0,9,1.355719,41376.2397873,83.29,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"99","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008350","Census Tract 0083.50","San Diego","06073","San Diego","09",6483,6493,0.9984599,0.997506,0.9994137,0.0004867,31.5984158,7,1.353631,41376.2397873,83.5,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"100","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008331","Census Tract 0083.31","San Diego","06073","San Diego","09",2466,2466,1,1,1,0,0,9,1.355719,41376.2397873,83.31,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"101","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008354","Census Tract 0083.54","San Diego","06073","San Diego","09",5972,5972,1,1,1,0,0,9,1.355719,41376.2397873,83.54,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"102","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008365","Census Tract 0083.65","San Diego","06073","San Diego","09",2979,2979,1,1,1,0,0,9,1.355719,41376.2397873,83.65,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"103","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008348","Census Tract 0083.48","San Diego","06073","San Diego","09",5259,5259,1,1,1,0,0,9,1.355719,41376.2397873,83.48,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"104","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008337","Census Tract 0083.37","San Diego","06073","San Diego","09",4316,4316,1,1,1,0,0,9,1.355719,41376.2397873,83.37,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"105","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008359","Census Tract 0083.59","San Diego","06073","San Diego","09",3975,3975,1,1,1,0,0,9,1.355719,41376.2397873,83.59,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"106","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073017200","Census Tract 0172.00","San Diego","06073","San Diego","09",4146,4146,1,1,1,0,0,9,1.355719,41376.2397873,172,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"107","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008351","Census Tract 0083.51","San Diego","06073","San Diego","09",4261,4261,1,1,1,0,0,9,1.355719,41376.2397873,83.51,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"108","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008328","Census Tract 0083.28","San Diego","06073","San Diego","09",3703,5162,0.7173576,0.7050738,0.7296414,0.0062673,2.2173804,4,0.9725354,41376.2397873,83.28,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"109","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073021500","Census Tract 0215.00","San Diego","06073","San Diego","09",7501,8846,0.8479539,0.8404712,0.8554365,0.0038177,2.5108743,5,1.1495872,41376.2397873,215,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"110","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008353","Census Tract 0083.53","San Diego","06073","San Diego","09",5048,5048,1,1,1,0,0,9,1.355719,41376.2397873,83.53,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"111","DEL MAR-MIRA MESA",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073008356","Census Tract 0083.56","San Diego","06073","San Diego","09",3629,3629,1,1,1,0,0,9,1.355719,41376.2397873,83.56,"Mood Disorders","Hospitalization",2010,13,2,"N CENTRAL",3,"Suburban Area",6,"Highest Income",3,"Supervisorial District 3",286,181.507783891502,188.21115620657,111,140.383715489003,175,222.929936305732,214,281.74577052202,15,405.186385737439,16,101.272232419773,26,47.33296923357,10,139.217597104274,33,102.078693392725,78,404.166018964713,87,183.026886018429,65,145.108719917846,23,168.943734391068
"112","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016302","Census Tract 0163.02","San Diego","06073","San Diego","09",4886,5444,0.8975018,0.8894448,0.9055588,0.0041107,4.010519,5,1.2167603,41376.2397873,163.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"113","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016502","Census Tract 0165.02","San Diego","06073","San Diego","09",1334,6915,0.192914,0.1836136,0.2022144,0.0047451,2.4596992,2,0.2615371,41376.2397873,165.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"114","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016402","Census Tract 0164.02","San Diego","06073","San Diego","09",5830,7452,0.7823403,0.772971,0.7917096,0.0047802,2.1962027,4,1.0606336,41376.2397873,164.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"115","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015406","Census Tract 0154.06","San Diego","06073","San Diego","09",630,2492,0.252809,0.2357445,0.2698735,0.0087064,3.4438604,2,0.342738,41376.2397873,154.06,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"116","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016503","Census Tract 0165.03","San Diego","06073","San Diego","09",0,2784,0,0,0,0,0,1,0,41376.2397873,165.03,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"117","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015405","Census Tract 0154.05","San Diego","06073","San Diego","09",0,5765,0,0,0,0,0,1,0,41376.2397873,154.05,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"118","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015403","Census Tract 0154.03","San Diego","06073","San Diego","09",305,2508,0.1216108,0.1088193,0.1344024,0.0065263,5.36653,1,0.1648701,41376.2397873,154.03,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"119","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016202","Census Tract 0162.02","San Diego","06073","San Diego","09",795,3337,0.2382379,0.2237838,0.2526921,0.0073746,3.0954665,2,0.3229837,41376.2397873,162.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"120","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016000","Census Tract 0160.00","San Diego","06073","San Diego","09",1581,2419,0.6535759,0.6346136,0.6725381,0.0096746,2.792711,4,0.8860652,41376.2397873,160,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"121","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015703","Census Tract 0157.03","San Diego","06073","San Diego","09",2386,7102,0.3359617,0.3249765,0.3469469,0.0056047,1.6682508,2,0.4554697,41376.2397873,157.03,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"122","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015602","Census Tract 0156.02","San Diego","06073","San Diego","09",731,2536,0.2882492,0.2706201,0.3058783,0.0089944,3.1203642,2,0.3907849,41376.2397873,156.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"123","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015802","Census Tract 0158.02","San Diego","06073","San Diego","09",919,4673,0.1966617,0.1852653,0.2080581,0.0058145,2.9565926,2,0.266618,41376.2397873,158.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"124","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015902","Census Tract 0159.02","San Diego","06073","San Diego","09",5220,5220,1,1,1,0,0,9,1.355719,41376.2397873,159.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"125","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073016100","Census Tract 0161.00","San Diego","06073","San Diego","09",5788,5788,1,1,1,0,0,9,1.355719,41376.2397873,161,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"126","EL CAJON",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073015302","Census Tract 0153.02","San Diego","06073","San Diego","09",3497,4075,0.8581595,0.8474474,0.8688717,0.0054654,3.853187,5,1.1634232,41376.2397873,153.02,"Mood Disorders","Hospitalization",2010,34,5,"EAST",4,"Urban Area",2,"Low Income",2,"Supervisorial District 2",438,351.733774472801,339.809313239812,188,308.571053409054,250,393.081761006289,327,443.931577518327,35,500.142897970849,54,162.905756003379,7,157.551204141346,7,111.518241198025,28,109.855618330195,102,518.81993896236,95,287.774142735975,166,523.675825735828,47,320.447262562215
"127","ELLIOTT-NAVAJO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073009704","Census Tract 0097.04","San Diego","06073","San Diego","09",5750,5750,1,1,1,0,0,9,1.355719,41376.2397873,97.04,"Mood Disorders","Hospitalization",2010,17,2,"N CENTRAL",2,"Exurban Area",5,"High Income",3,"Supervisorial District 3",259,290.665050613876,296.218587409736,129,298.376277929407,130,283.397279386118,199,331.186446319503,11,273.563790101965,37,285.163776493256,NA,NA,5,115.420129270545,34,199.238206856138,62,558.911024970702,65,258.192651439921,84,373.532550693703,14,105.382009785472
"128","ELLIOTT-NAVAJO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073009703","Census Tract 0097.03","San Diego","06073","San Diego","09",3446,3446,1,1,1,0,0,9,1.355719,41376.2397873,97.03,"Mood Disorders","Hospitalization",2010,17,2,"N CENTRAL",2,"Exurban Area",5,"High Income",3,"Supervisorial District 3",259,290.665050613876,296.218587409736,129,298.376277929407,130,283.397279386118,199,331.186446319503,11,273.563790101965,37,285.163776493256,NA,NA,5,115.420129270545,34,199.238206856138,62,558.911024970702,65,258.192651439921,84,373.532550693703,14,105.382009785472
"129","ELLIOTT-NAVAJO",469,"Percent of Population within ½ Mile of Park, Beach, Open Space, or Coastline",2010,9,"Total","CT","073009504","Census Tract 0095.04","San Diego","06073","San Diego","09",3882,5914,0.6564085,0.6443047,0.6685124,0.0061754,1.7973194,4,0.8899055,41376.2397873,95.04,"Mood Disorders","Hospitalization",2010,17,2,"N CENTRAL",2,"Exurban Area",5,"High Income",3,"Supervisorial District 3",259,290.665050613876,296.218587409736,129,298.376277929407,130,283.397279386118,199,331.186446319503,11,273.563790101965,37,285.163776493256,NA,NA,5,115.420129270545,34,199.238206856138,62,558.911024970702,65,258.192651439921,84,373.532550693703,14,105.382009785472
